salary
0.3
0.5
1.2
1.5
1.5
1.8
2
2.5
2.5
3
3.2
3.3
3.5
3.5
3.7
4
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.1
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.2
5.3
5.3
5.3
5.3
5.3
5.3
5.3
5.3
5.3
5.3
5.3
5.3
5.3
5.3
5.3
5.3
5.4
5.4
5.4
5.4
5.4
5.4
5.4
5.4
5.4
5.4
5.5
5.5
5.5
5.5
5.5
5.5
5.6
5.6
5.6
5.6
5.7
5.8
5.8
6
6
6.1
6.3
6.4
6.4
6.5
6.7
7
7
7
7
7.3
7.5
7.5
7.5
7.8
7.9
8
8
8.3
8.3
8.4
8.5
8.5
8.5
8.5
8.5
8.5
8.5
8.6
8.6
8.7
8.8
8.8
9
9
9
9
9.4
9.5
9.5
9.5
9.7
9.8
9.8
9.8
9.9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10.2
10.3
10.8
10.9
11
11
11
11
11
11.3
11.4
11.5
11.5
11.5
11.8
11.9
12
12
12
12.5
12.5
12.5
12.5
12.5
12.5
12.8
12.8
12.9
12.9
13
13
13
13.3
13.6
13.6
13.8
13.8
14
14
14.3
14.4
14.5
14.5
14.5
14.6
14.8
14.8
14.9
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15.4
15.4
15.9
16
16
16.3
16.3
16.4
16.5
16.8
17
17
17.1
17.1
17.5
17.5
17.5
17.5
17.5
17.6
17.7
17.8
18
18.5
18.7
19
19
19.3
19.5
19.5
19.7
19.8
20
20
20
20
20
20
20
20
20
20
20
20
20.3
21
21
21
21.3
21.5
21.7
22
22.5
22.5
22.5
22.5
22.5
23
23
23
23
23
23.5
23.8
23.8
24
24
24
24.5
24.5
25
25
25
25
25
25
25.3
26
26.3
26.4
26.5
26.7
27
27
27.5
27.5
27.5
27.5
27.5
27.5
27.5
27.5
28
28
29
29.5
30
30
30
30
30
30
30
30
30
30.5
31
31.3
31.4
31.7
32
32
32.4
32.5
32.5
32.5
32.5
32.5
32.5
33
33.3
34.5
34.6
35
35
35
35
35
35
35.5
36
36.3
36.3
36.4
36.7
37
37
37
37.1
37.5
37.5
37.5
38
38.3
38.5
38.5
38.7
38.8
39
39.5
39.8
40
40
40
40
40
40
40.3
41
41
41.5
41.6
41.8
42.5
42.5
42.5
42.5
42.5
43
43.3
43.8
45
45
45
45
45
45
45
46.8
47.5
47.5
47.5
48
48
48.5
48.5
48.8
49.8
50
50
50
50
50
50
50
50
50
50
50.5
50.5
50.7
51
52
52.1
52.2
52.5
52.5
52.5
53
53.5
53.5
54
54.8
55
55
55
55
55
55
55
55
55
56
57
57.5
58
58.6
58.8
59.3
60
60
60
60
60
60
60
60
60
61
65
65
65
65
65
65.7
66.7
67.3
70
70
70
70
70
70
70
70
70
70
70
72
72.5
72.5
72.5
72.6
74.2
74.6
75
75
75
75
75
75.4
76.8
77
78.4
78.5
78.8
79.5
80
80
80
80
80
80
80
80
80.5
82
82.5
82.5
85
85
85
85
85
85
86
86.7
87.5
90
90
90
90
90
90.3
95
95
95
95
95
97
97.6
100
100
100
100
100
100
100
100.4
100.9
102.5
102.5
102.5
103.5
105
107.5
109.3
110
110
110
110
110
110
110
110
110
112.5
112.5
112.8
115
120
120
120
120
120
120
120
120
120
125
126.3
130
130
130
130
132
132.5
133.3
135
135
135
140
140
140
140
140
140
140.5
141
144.6
150
150
150
150
152
153.5
155
155
155
155.3
157.5
158
159.5
160
160
160
160
160
160
160
160
162
165
170
170
170
170
170
174
186
190
195
200
200
205.7
208.3
211.1
211.4
212.5
218.6
220
220
228.6
230
230
230
231.3
235
240
240
250
250
260
